Log file open, 01/27/23 22:18:35
[2023.01.28-04.50.15:760][252]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:768][253]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:776][254]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:785][255]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:793][256]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:801][257]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:810][258]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:817][259]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:826][260]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:834][261]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:844][262]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:851][263]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:859][264]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:868][265]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:877][266]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:885][267]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:892][268]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:901][269]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:910][270]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:918][271]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:927][272]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:935][273]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:943][274]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:951][275]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:960][276]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:969][277]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:977][278]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:985][279]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.15:993][280]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:003][281]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:010][282]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:018][283]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:027][284]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:034][285]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:043][286]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:051][287]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:060][288]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:069][289]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:076][290]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:085][291]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:094][292]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:102][293]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:110][294]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:118][295]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:126][296]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:134][297]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:143][298]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:151][299]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:160][300]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:168][301]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:177][302]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:185][303]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:194][304]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:201][305]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:210][306]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:218][307]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:227][308]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:235][309]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:244][310]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:251][311]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:260][312]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:268][313]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:277][314]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:285][315]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:294][316]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:302][317]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:310][318]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:318][319]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:326][320]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:335][321]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:343][322]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:352][323]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:360][324]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:368][325]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:377][326]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:385][327]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:393][328]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:401][329]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:410][330]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:418][331]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:427][332]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:435][333]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:443][334]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:452][335]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:459][336]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:468][337]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:476][338]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:484][339]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:493][340]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:501][341]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:510][342]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:518][343]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:527][344]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:535][345]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:544][346]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:551][347]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:560][348]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:568][349]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:577][350]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:585][351]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:593][352]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:601][353]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:610][354]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:617][355]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:626][356]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:634][357]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:643][358]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:651][359]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:660][360]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:668][361]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:676][362]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:684][363]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:693][364]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:701][365]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:710][366]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:718][367]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:727][368]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:735][369]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:743][370]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:751][371]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:760][372]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:767][373]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:777][374]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:784][375]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:794][376]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:801][377]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:810][378]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:817][379]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:827][380]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:835][381]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:842][382]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:851][383]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:860][384]LogBlueprintUserMessages: [Health_System_C_0] 0.8
[2023.01.28-04.50.16:868][385]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:877][386]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:885][387]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:894][388]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:901][389]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:909][390]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:917][391]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:927][392]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:934][393]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:943][394]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:951][395]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:960][396]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:968][397]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:976][398]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:984][399]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.16:993][400]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:001][401]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:010][402]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:018][403]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:027][404]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:034][405]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:043][406]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:052][407]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:059][408]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:068][409]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:076][410]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:084][411]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:092][412]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:101][413]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:110][414]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:118][415]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:126][416]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:135][417]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:143][418]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:151][419]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:160][420]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:168][421]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:176][422]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:185][423]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:193][424]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:201][425]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:210][426]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:218][427]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:227][428]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:234][429]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:243][430]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:251][431]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:259][432]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:268][433]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:277][434]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:285][435]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:293][436]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:301][437]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:309][438]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:318][439]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:327][440]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:334][441]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:342][442]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:351][443]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:359][444]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:368][445]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:376][446]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:385][447]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:393][448]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:402][449]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:410][450]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:418][451]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:426][452]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:434][453]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:443][454]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:451][455]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:460][456]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:468][457]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:476][458]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:484][459]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:493][460]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:501][461]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:510][462]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:518][463]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:527][464]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:535][465]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:543][466]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:552][467]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:560][468]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:568][469]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:576][470]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:585][471]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:593][472]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:601][473]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:609][474]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:617][475]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:626][476]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:634][477]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:642][478]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:651][479]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:659][480]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:667][481]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:676][482]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:684][483]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:693][484]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:701][485]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:709][486]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:717][487]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:726][488]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:734][489]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:743][490]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:751][491]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:761][492]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:768][493]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:776][494]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:785][495]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:793][496]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:801][497]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:810][498]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:819][499]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:827][500]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:835][501]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:843][502]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:851][503]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:859][504]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:867][505]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:876][506]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:885][507]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:893][508]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:901][509]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:910][510]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:918][511]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:927][512]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:934][513]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:943][514]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:952][515]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:960][516]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:968][517]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:977][518]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:984][519]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.17:992][520]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:000][521]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:009][522]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:017][523]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:027][524]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:034][525]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:043][526]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:051][527]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:060][528]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:068][529]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:077][530]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:085][531]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:092][532]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:101][533]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:109][534]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:118][535]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:126][536]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:134][537]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:144][538]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:152][539]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:159][540]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:168][541]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:176][542]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:184][543]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:193][544]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:201][545]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:210][546]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:218][547]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:226][548]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:234][549]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:243][550]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:251][551]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:259][552]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:268][553]LogBlueprintUserMessages: [Health_System_C_0] 0.75
[2023.01.28-04.50.18:276][554]LogBlueprintUserMessages: [Health_System_C_0] 0.75
